Sr. No.,Restaurant ID,Country Code,City,Has Table booking,Has Online delivery,Service_Availability,,,,,,,
4687,18366018,1,New Delhi,No,No,No_Service_Available,,,,,,,
4688,308555,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
4689,306662,1,New Delhi,No,No,No_Service_Available,,,,,,,
4690,310253,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
4691,5664,1,New Delhi,Yes,Yes,Both_Services_Available,,,,,,,
4692,18460329,1,New Delhi,No,No,No_Service_Available,,,,,,,
4693,18360284,1,New Delhi,No,No,No_Service_Available,,,,,,,
4694,9552,1,New Delhi,No,No,No_Service_Available,,,,,,,
4695,308156,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4696,308189,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4697,300448,1,New Delhi,No,No,No_Service_Available,,,,,,,
4698,311944,1,New Delhi,No,No,No_Service_Available,,,,,,,
4699,9550,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4700,18198179,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4701,7400,1,New Delhi,No,No,No_Service_Available,,,,,,,
4702,309289,1,New Delhi,No,No,No_Service_Available,,,,,,,
4703,18365872,1,New Delhi,No,No,No_Service_Available,,,,,,,
4704,9050,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4705,18366011,1,New Delhi,No,No,No_Service_Available,,,,,,,
4706,305720,1,New Delhi,No,No,No_Service_Available,,,,,,,
4707,4036,1,New Delhi,No,No,No_Service_Available,,,,,,,
4708,5658,1,New Delhi,No,No,No_Service_Available,,,,,,,
4709,5659,1,New Delhi,No,No,No_Service_Available,,,,,,,
4710,18265677,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4711,309998,1,New Delhi,No,No,No_Service_Available,,,,,,,
4712,18201995,1,New Delhi,No,No,No_Service_Available,,,,,,,
4713,306245,1,New Delhi,Yes,Yes,Both_Services_Available,,,,,,,
4714,306168,1,New Delhi,No,No,No_Service_Available,,,,,,,
4715,18365996,1,New Delhi,No,No,No_Service_Available,,,,,,,
4716,311448,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
4717,303350,1,New Delhi,No,No,No_Service_Available,,,,,,,
4718,18378056,1,New Delhi,No,No,No_Service_Available,,,,,,,
4719,9513,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
4720,18303704,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
4721,308111,1,New Delhi,No,No,No_Service_Available,,,,,,,
4722,312922,1,New Delhi,Yes,Yes,Both_Services_Available,,,,,,,
4723,3918,1,New Delhi,No,No,No_Service_Available,,,,,,,
4724,308784,1,New Delhi,No,No,No_Service_Available,,,,,,,
4725,2316,1,New Delhi,No,No,No_Service_Available,,,,,,,
4726,2315,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
4727,313307,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
4728,301208,1,New Delhi,No,No,No_Service_Available,,,,,,,
4729,18386203,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4730,18258507,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4731,313091,1,New Delhi,No,No,No_Service_Available,,,,,,,
4732,313381,1,New Delhi,No,No,No_Service_Available,,,,,,,
4733,301201,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4734,309496,1,New Delhi,No,No,No_Service_Available,,,,,,,
4735,2297,1,New Delhi,No,No,No_Service_Available,,,,,,,
4736,305003,1,New Delhi,No,No,No_Service_Available,,,,,,,
4737,306310,1,New Delhi,No,No,No_Service_Available,,,,,,,
4738,18332058,1,New Delhi,No,No,No_Service_Available,,,,,,,
4739,18128895,1,New Delhi,No,No,No_Service_Available,,,,,,,
4740,312747,1,New Delhi,No,No,No_Service_Available,,,,,,,
4741,6128,1,New Delhi,No,No,No_Service_Available,,,,,,,
4742,304994,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4743,313132,1,New Delhi,No,No,No_Service_Available,,,,,,,
4744,18423095,1,New Delhi,No,No,No_Service_Available,,,,,,,
4745,18378024,1,New Delhi,No,No,No_Service_Available,,,,,,,
4746,313508,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4747,301213,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4748,8293,1,New Delhi,No,No,No_Service_Available,,,,,,,
4749,309495,1,New Delhi,No,No,No_Service_Available,,,,,,,
4750,305565,1,New Delhi,No,No,No_Service_Available,,,,,,,
4751,309489,1,New Delhi,No,No,No_Service_Available,,,,,,,
4752,3772,1,New Delhi,No,No,No_Service_Available,,,,,,,
4753,301204,1,New Delhi,No,No,No_Service_Available,,,,,,,
4754,18421495,1,New Delhi,No,No,No_Service_Available,,,,,,,
4755,306656,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4756,18126085,1,New Delhi,No,No,No_Service_Available,,,,,,,
4757,308942,1,New Delhi,No,No,No_Service_Available,,,,,,,
4758,309254,1,New Delhi,No,No,No_Service_Available,,,,,,,
4759,301417,1,New Delhi,No,No,No_Service_Available,,,,,,,
4760,301203,1,New Delhi,No,No,No_Service_Available,,,,,,,
4761,18014143,1,New Delhi,No,No,No_Service_Available,,,,,,,
4762,309793,1,New Delhi,No,No,No_Service_Available,,,,,,,
4763,6131,1,New Delhi,No,No,No_Service_Available,,,,,,,
4764,309498,1,New Delhi,No,No,No_Service_Available,,,,,,,
4765,1274,1,New Delhi,No,No,No_Service_Available,,,,,,,
4766,18431416,1,New Delhi,No,No,No_Service_Available,,,,,,,
4767,309481,1,New Delhi,No,No,No_Service_Available,,,,,,,
4768,301207,1,New Delhi,No,No,No_Service_Available,,,,,,,
4769,18409201,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4770,308938,1,New Delhi,No,No,No_Service_Available,,,,,,,
4771,18282453,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4772,18434966,1,New Delhi,No,No,No_Service_Available,,,,,,,
4773,18349764,1,New Delhi,No,No,No_Service_Available,,,,,,,
4774,18421474,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
4775,18377904,1,New Delhi,No,No,No_Service_Available,,,,,,,
4776,18421482,1,New Delhi,No,No,No_Service_Available,,,,,,,
4777,18433869,1,New Delhi,No,No,No_Service_Available,,,,,,,
4778,18376495,1,New Delhi,No,No,No_Service_Available,,,,,,,
4779,309483,1,New Delhi,No,No,No_Service_Available,,,,,,,
4780,18217428,1,New Delhi,No,No,No_Service_Available,,,,,,,
4781,18323446,1,New Delhi,No,No,No_Service_Available,,,,,,,
4782,18423892,1,New Delhi,No,No,No_Service_Available,,,,,,,
4783,18432000,1,New Delhi,No,No,No_Service_Available,,,,,,,
4784,18261956,1,New Delhi,No,No,No_Service_Available,,,,,,,
4785,18378017,1,New Delhi,No,No,No_Service_Available,,,,,,,
4786,18126099,1,New Delhi,No,No,No_Service_Available,,,,,,,
4787,18423101,1,New Delhi,No,No,No_Service_Available,,,,,,,
4788,18376513,1,New Delhi,No,No,No_Service_Available,,,,,,,
4789,18432218,1,New Delhi,No,No,No_Service_Available,,,,,,,
4790,18255168,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4791,18384143,1,New Delhi,No,No,No_Service_Available,,,,,,,
4792,18222598,1,New Delhi,No,No,No_Service_Available,,,,,,,
4793,18431979,1,New Delhi,No,No,No_Service_Available,,,,,,,
4794,313225,1,New Delhi,No,No,No_Service_Available,,,,,,,
4795,18423103,1,New Delhi,No,No,No_Service_Available,,,,,,,
4796,308940,1,New Delhi,No,No,No_Service_Available,,,,,,,
4797,18433871,1,New Delhi,No,No,No_Service_Available,,,,,,,
4798,308928,1,New Delhi,No,No,No_Service_Available,,,,,,,
4799,18469838,1,New Delhi,No,No,No_Service_Available,,,,,,,
4800,18458342,1,New Delhi,No,No,No_Service_Available,,,,,,,
4801,18382338,1,New Delhi,No,No,No_Service_Available,,,,,,,
4802,17977751,1,New Delhi,No,No,No_Service_Available,,,,,,,
4803,18382373,1,New Delhi,No,No,No_Service_Available,,,,,,,
4804,18485936,1,New Delhi,No,No,No_Service_Available,,,,,,,
4805,18415370,1,New Delhi,No,No,No_Service_Available,,,,,,,
4806,18363216,1,New Delhi,No,No,No_Service_Available,,,,,,,
4807,18472689,1,New Delhi,No,No,No_Service_Available,,,,,,,
4808,18385727,1,New Delhi,No,No,No_Service_Available,,,,,,,
4809,18414508,1,New Delhi,No,No,No_Service_Available,,,,,,,
4810,9571,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4811,313491,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
4812,18260714,1,New Delhi,No,No,No_Service_Available,,,,,,,
4813,310344,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
4814,9875,1,New Delhi,No,No,No_Service_Available,,,,,,,
4815,18396161,1,New Delhi,No,No,No_Service_Available,,,,,,,
4816,9572,1,New Delhi,No,No,No_Service_Available,,,,,,,
4817,18371289,1,New Delhi,No,No,No_Service_Available,,,,,,,
4818,18356840,1,New Delhi,No,No,No_Service_Available,,,,,,,
4819,303784,1,New Delhi,No,No,No_Service_Available,,,,,,,
4820,9906,1,New Delhi,No,No,No_Service_Available,,,,,,,
4821,305581,1,New Delhi,No,No,No_Service_Available,,,,,,,
4822,9588,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4823,312798,1,New Delhi,No,No,No_Service_Available,,,,,,,
4824,18361738,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4825,9579,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4826,309816,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4827,307283,1,New Delhi,No,No,No_Service_Available,,,,,,,
4828,311150,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4829,18294237,1,New Delhi,No,No,No_Service_Available,,,,,,,
4830,18455557,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4831,18425773,1,New Delhi,No,No,No_Service_Available,,,,,,,
4832,310358,1,New Delhi,No,No,No_Service_Available,,,,,,,
4833,18425161,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4834,308704,1,New Delhi,No,No,No_Service_Available,,,,,,,
4835,18323603,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4836,18025089,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4837,18264993,1,New Delhi,Yes,Yes,Both_Services_Available,,,,,,,
4838,18429151,1,New Delhi,No,No,No_Service_Available,,,,,,,
4839,18429161,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4840,18425781,1,New Delhi,No,No,No_Service_Available,,,,,,,
4841,18446391,1,New Delhi,No,No,No_Service_Available,,,,,,,
4842,18481310,1,New Delhi,No,No,No_Service_Available,,,,,,,
4843,18425777,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4844,18429157,1,New Delhi,No,No,No_Service_Available,,,,,,,
4845,18265712,1,New Delhi,No,No,No_Service_Available,,,,,,,
4846,9599,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4847,18425148,1,New Delhi,No,No,No_Service_Available,,,,,,,
4848,18265724,1,New Delhi,No,No,No_Service_Available,,,,,,,
4849,18458659,1,New Delhi,No,No,No_Service_Available,,,,,,,
4850,18424905,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4851,18410302,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4852,7856,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4853,18365894,1,New Delhi,No,No,No_Service_Available,,,,,,,
4854,18441523,1,New Delhi,No,No,No_Service_Available,,,,,,,
4855,18400728,1,New Delhi,No,No,No_Service_Available,,,,,,,
4856,310345,1,New Delhi,No,No,No_Service_Available,,,,,,,
4857,9596,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4858,302577,1,New Delhi,No,No,No_Service_Available,,,,,,,
4859,18334458,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4860,4847,1,New Delhi,No,No,No_Service_Available,,,,,,,
4861,2601,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4862,3490,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4863,18349930,1,New Delhi,Yes,Yes,Both_Services_Available,,,,,,,
4864,7735,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4865,301239,1,New Delhi,No,No,No_Service_Available,,,,,,,
4866,7861,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4867,491,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4868,553,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4869,18426285,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4870,18345810,1,New Delhi,No,No,No_Service_Available,,,,,,,
4871,7906,1,New Delhi,No,No,No_Service_Available,,,,,,,
4872,311593,1,New Delhi,No,No,No_Service_Available,,,,,,,
4873,18466740,1,New Delhi,No,No,No_Service_Available,,,,,,,
4874,1533,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4875,9529,1,New Delhi,No,No,No_Service_Available,,,,,,,
4876,311466,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4877,5358,1,New Delhi,No,No,No_Service_Available,,,,,,,
4878,301532,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4879,18336529,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4880,301530,1,New Delhi,No,No,No_Service_Available,,,,,,,
4881,18317975,1,New Delhi,No,No,No_Service_Available,,,,,,,
4882,18469935,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
4883,300874,1,New Delhi,No,No,No_Service_Available,,,,,,,
4884,18357561,1,New Delhi,No,No,No_Service_Available,,,,,,,
4885,18445793,1,New Delhi,No,No,No_Service_Available,,,,,,,
4886,18458348,1,New Delhi,No,No,No_Service_Available,,,,,,,
4887,18449646,1,New Delhi,No,No,No_Service_Available,,,,,,,
4888,18445784,1,New Delhi,No,No,No_Service_Available,,,,,,,
4889,18378861,1,New Delhi,No,No,No_Service_Available,,,,,,,
4890,301677,1,New Delhi,No,No,No_Service_Available,,,,,,,
4891,8537,1,New Delhi,No,No,No_Service_Available,,,,,,,
4892,18268367,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4893,18244534,1,New Delhi,No,No,No_Service_Available,,,,,,,
4894,8517,1,New Delhi,No,No,No_Service_Available,,,,,,,
4895,310653,1,New Delhi,No,No,No_Service_Available,,,,,,,
4896,312479,1,New Delhi,No,No,No_Service_Available,,,,,,,
4897,18222593,1,New Delhi,No,No,No_Service_Available,,,,,,,
4898,2012,1,New Delhi,No,No,No_Service_Available,,,,,,,
4899,6265,1,New Delhi,No,No,No_Service_Available,,,,,,,
4900,9829,1,New Delhi,No,No,No_Service_Available,,,,,,,
4901,311949,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4902,18421027,1,New Delhi,No,No,No_Service_Available,,,,,,,
4903,304957,1,New Delhi,No,No,No_Service_Available,,,,,,,
4904,305948,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4905,306113,1,New Delhi,No,No,No_Service_Available,,,,,,,
4906,305987,1,New Delhi,No,No,No_Service_Available,,,,,,,
4907,4935,1,New Delhi,No,No,No_Service_Available,,,,,,,
4908,313265,1,New Delhi,No,No,No_Service_Available,,,,,,,
4909,18414470,1,New Delhi,No,No,No_Service_Available,,,,,,,
4910,18377903,1,New Delhi,No,No,No_Service_Available,,,,,,,
4911,300729,1,New Delhi,No,No,No_Service_Available,,,,,,,
4912,9850,1,New Delhi,No,No,No_Service_Available,,,,,,,
4913,4939,1,New Delhi,No,No,No_Service_Available,,,,,,,
4914,18416369,1,New Delhi,No,No,No_Service_Available,,,,,,,
4915,311194,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4916,1205,1,New Delhi,No,No,No_Service_Available,,,,,,,
4917,305949,1,New Delhi,No,No,No_Service_Available,,,,,,,
4918,18400760,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4919,18372696,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4920,9849,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4921,305298,1,New Delhi,No,No,No_Service_Available,,,,,,,
4922,18451584,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4923,18291212,1,New Delhi,No,No,No_Service_Available,,,,,,,
4924,6072,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4925,308253,1,New Delhi,No,No,No_Service_Available,,,,,,,
4926,18354257,1,New Delhi,No,No,No_Service_Available,,,,,,,
4927,6095,1,New Delhi,No,No,No_Service_Available,,,,,,,
4928,305942,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4929,18208895,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4930,309190,1,New Delhi,No,No,No_Service_Available,,,,,,,
4931,18472702,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4932,311331,1,New Delhi,No,No,No_Service_Available,,,,,,,
4933,18418242,1,New Delhi,No,No,No_Service_Available,,,,,,,
4934,18365372,1,New Delhi,No,No,No_Service_Available,,,,,,,
4935,18415367,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4936,18382755,1,New Delhi,No,No,No_Service_Available,,,,,,,
4937,312385,1,New Delhi,No,No,No_Service_Available,,,,,,,
4938,18345730,1,New Delhi,No,No,No_Service_Available,,,,,,,
4939,312639,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4940,18381652,1,New Delhi,No,No,No_Service_Available,,,,,,,
4941,18440186,1,New Delhi,No,No,No_Service_Available,,,,,,,
4942,18421464,1,New Delhi,No,No,No_Service_Available,,,,,,,
4943,18440394,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4944,18441680,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4945,6122,1,New Delhi,No,No,No_Service_Available,,,,,,,
4946,584,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4947,4725,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4948,18070486,1,New Delhi,No,No,No_Service_Available,,,,,,,
4949,3943,1,New Delhi,No,No,No_Service_Available,,,,,,,
4950,3246,1,New Delhi,No,No,No_Service_Available,,,,,,,
4951,4380,1,New Delhi,No,No,No_Service_Available,,,,,,,
4952,6600,1,New Delhi,No,No,No_Service_Available,,,,,,,
4953,3937,1,New Delhi,No,No,No_Service_Available,,,,,,,
4954,3235,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4955,306815,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4956,5869,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4957,18273623,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4958,2997,1,New Delhi,No,No,No_Service_Available,,,,,,,
4959,3371,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
4960,3003,1,New Delhi,No,No,No_Service_Available,,,,,,,
4961,3004,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
4962,3744,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
4963,9996,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
4964,2999,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
4965,9929,1,New Delhi,No,No,No_Service_Available,,,,,,,
4966,3002,1,New Delhi,No,No,No_Service_Available,,,,,,,
4967,5899,1,New Delhi,No,No,No_Service_Available,,,,,,,
4968,2995,1,New Delhi,No,No,No_Service_Available,,,,,,,
4969,9316,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
4970,311766,1,New Delhi,No,No,No_Service_Available,,,,,,,
4971,3493,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4972,18027962,1,New Delhi,No,No,No_Service_Available,,,,,,,
4973,1407,1,New Delhi,Yes,Yes,Both_Services_Available,,,,,,,
4974,1917,1,New Delhi,No,No,No_Service_Available,,,,,,,
4975,3497,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4976,3494,1,New Delhi,No,No,No_Service_Available,,,,,,,
4977,18222557,1,New Delhi,No,No,No_Service_Available,,,,,,,
4978,1397,1,New Delhi,No,No,No_Service_Available,,,,,,,
4979,18346857,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
4980,6222,1,New Delhi,No,No,No_Service_Available,,,,,,,
4981,5727,1,New Delhi,No,No,No_Service_Available,,,,,,,
4982,776,1,New Delhi,No,No,No_Service_Available,,,,,,,
4983,305604,1,New Delhi,No,No,No_Service_Available,,,,,,,
4984,18391309,1,New Delhi,No,No,No_Service_Available,,,,,,,
4985,18255171,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
4986,313280,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
4987,18279453,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4988,9315,1,New Delhi,No,No,No_Service_Available,,,,,,,
4989,18438416,1,New Delhi,No,No,No_Service_Available,,,,,,,
4990,303753,1,New Delhi,No,No,No_Service_Available,,,,,,,
4991,7515,1,New Delhi,Yes,Yes,Both_Services_Available,,,,,,,
4992,308195,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4993,306088,1,New Delhi,No,No,No_Service_Available,,,,,,,
4994,307223,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
4995,18472648,1,New Delhi,No,No,No_Service_Available,,,,,,,
4996,658,1,New Delhi,No,No,No_Service_Available,,,,,,,
4997,304931,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4998,18277165,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
4999,1819,1,New Delhi,Yes,Yes,Both_Services_Available,,,,,,,
5000,6203,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5001,5840,1,New Delhi,Yes,Yes,Both_Services_Available,,,,,,,
5002,307695,1,New Delhi,No,No,No_Service_Available,,,,,,,
5003,307693,1,New Delhi,No,No,No_Service_Available,,,,,,,
5004,301654,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
5005,307696,1,New Delhi,No,No,No_Service_Available,,,,,,,
5006,6202,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
5007,300888,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
5008,307694,1,New Delhi,No,No,No_Service_Available,,,,,,,
5009,311470,1,New Delhi,No,No,No_Service_Available,,,,,,,
5010,307692,1,New Delhi,No,No,No_Service_Available,,,,,,,
5011,4924,1,New Delhi,No,No,No_Service_Available,,,,,,,
5012,302742,1,New Delhi,No,No,No_Service_Available,,,,,,,
5013,18471330,1,New Delhi,No,No,No_Service_Available,,,,,,,
5014,6269,1,New Delhi,No,No,No_Service_Available,,,,,,,
5015,18423145,1,New Delhi,No,No,No_Service_Available,,,,,,,
5016,18444040,1,New Delhi,No,No,No_Service_Available,,,,,,,
5017,18391691,1,New Delhi,No,No,No_Service_Available,,,,,,,
5018,1188,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
5019,7353,1,New Delhi,No,No,No_Service_Available,,,,,,,
5020,7365,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
5021,303851,1,New Delhi,No,No,No_Service_Available,,,,,,,
5022,9097,1,New Delhi,No,No,No_Service_Available,,,,,,,
5023,7317,1,New Delhi,No,No,No_Service_Available,,,,,,,
5024,311067,1,New Delhi,No,No,No_Service_Available,,,,,,,
5025,305201,1,New Delhi,No,No,No_Service_Available,,,,,,,
5026,18312458,1,New Delhi,No,No,No_Service_Available,,,,,,,
5027,7332,1,New Delhi,Yes,Yes,Both_Services_Available,,,,,,,
5028,305180,1,New Delhi,No,No,No_Service_Available,,,,,,,
5029,4312,1,New Delhi,No,No,No_Service_Available,,,,,,,
5030,18356811,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
5031,7315,1,New Delhi,No,No,No_Service_Available,,,,,,,
5032,9145,1,New Delhi,No,No,No_Service_Available,,,,,,,
5033,18025111,1,New Delhi,No,No,No_Service_Available,,,,,,,
5034,303958,1,New Delhi,No,No,No_Service_Available,,,,,,,
5035,4311,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5036,7309,1,New Delhi,No,No,No_Service_Available,,,,,,,
5037,7307,1,New Delhi,No,No,No_Service_Available,,,,,,,
5038,4315,1,New Delhi,No,No,No_Service_Available,,,,,,,
5039,305151,1,New Delhi,No,No,No_Service_Available,,,,,,,
5040,7366,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
5041,9141,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
5042,18333396,1,New Delhi,No,No,No_Service_Available,,,,,,,
5043,7363,1,New Delhi,No,No,No_Service_Available,,,,,,,
5044,305181,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
5045,18403469,1,New Delhi,No,No,No_Service_Available,,,,,,,
5046,18416845,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
5047,302475,1,New Delhi,No,No,No_Service_Available,,,,,,,
5048,18489805,1,New Delhi,No,No,No_Service_Available,,,,,,,
5049,302473,1,New Delhi,Yes,No,Any_one-Service_Available,,,,,,,
5050,18361932,1,New Delhi,No,No,No_Service_Available,,,,,,,
5051,18414467,1,New Delhi,No,No,No_Service_Available,,,,,,,
5052,18358665,1,New Delhi,No,No,No_Service_Available,,,,,,,
5053,18427203,1,New Delhi,No,No,No_Service_Available,,,,,,,
5054,18358663,1,New Delhi,No,No,No_Service_Available,,,,,,,
5055,18489807,1,New Delhi,No,No,No_Service_Available,,,,,,,
5056,305183,1,New Delhi,No,No,No_Service_Available,,,,,,,
5057,305153,1,New Delhi,No,No,No_Service_Available,,,,,,,
5058,18372674,1,New Delhi,No,No,No_Service_Available,,,,,,,
5059,18356797,1,New Delhi,No,Yes,Any_one-Service_Available,,,,,,,
5060,18414511,1,New Delhi,No,No,No_Service_Available,,,,,,,
5061,18408033,1,New Delhi,No,No,No_Service_Available,,,,,,,
5062,18358661,1,New Delhi,No,No,No_Service_Available,,,,,,,
5063,18180072,1,New Delhi,No,No,No_Service_Available,,,,,,,
5064,18311961,1,New Delhi,No,No,No_Service_Available,,,,,,,
5065,18416830,1,New Delhi,No,No,No_Service_Available,,,,,,,
5066,18357534,1,New Delhi,No,No,No_Service_Available,,,,,,,
5067,18356819,1,New Delhi,No,No,No_Service_Available,,,,,,,
5068,18356795,1,New Delhi,No,No,No_Service_Available,,,,,,,
5069,18357529,1,New Delhi,No,No,No_Service_Available,,,,,,,
5070,311666,1,New Delhi,No,No,No_Service_Available,,,,,,,
5071,18357541,1,New Delhi,No,No,No_Service_Available,,,,,,,
5072,312970,1,New Delhi,No,No,No_Service_Available,,,,,,,
5073,305190,1,New Delhi,No,No,No_Service_Available,,,,,,,
5074,303149,1,New Delhi,No,No,No_Service_Available,,,,,,,
5075,18168164,1,New Delhi,No,No,No_Service_Available,,,,,,,
5076,18489540,1,New Delhi,No,No,No_Service_Available,,,,,,,
5077,18268344,1,New Delhi,No,No,No_Service_Available,,,,,,,
5078,309219,1,New Delhi,No,No,No_Service_Available,,,,,,,
5079,9129,1,New Delhi,No,No,No_Service_Available,,,,,,,
5080,18358657,1,New Delhi,No,No,No_Service_Available,,,,,,,
5081,312972,1,New Delhi,No,No,No_Service_Available,,,,,,,
5082,18415377,1,New Delhi,No,No,No_Service_Available,,,,,,,
5083,18489534,1,New Delhi,No,No,No_Service_Available,,,,,,,
5084,18313112,1,New Delhi,No,No,No_Service_Available,,,,,,,
5085,18416842,1,New Delhi,No,No,No_Service_Available,,,,,,,
